"Path","IsFileOrDirectory","GitTracked","GitIgnored","GitStatus","TopLevelItem","FileCount","SizeBytes","ContainsGitMetadata","ContainsPackageManifest","ContainsTests","ContainsEntrypoint","ContainsSecretsSuspected","ContainsRuntimeState","ContainsGeneratedArtifacts","ContainsCacheArtifacts","ContainsArchiveMaterial","ContainsDocs","ContainsSource","ContainsCIOrWorkflow","ContainsAgentInstructions","ContainsGovernanceMaterial","ImportReferencesCount","TestReferencesCount","CIReferencesCount","DocReferencesCount","ConfigReferencesCount","EvidenceCommandsUsed","Classification","ResponsibilityArea","LifecycleStatus","CanMove","ProposedOperation","ProposedDestination","RiskIfMoved","RiskIfLeft","RollbackMethod","ValidationRequired","OwnerApprovalRequired","Confidence","Reason","PhysicalExists"
"T:\Project-AI-main\.mypy_cache","Directory","False","True","IGNORED",".mypy_cache","0","N/A","False","False","False","False","False","False","False","False","False","False","False","False","False","False","2807","1","1","1","2","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","GENERATED_OR_RUNTIME","Generated or runtime artifact (per .gitignore and DELETED_FILES_HISTORY)","GENERATED","YES_LOW_RISK_AFTER_VALIDATION","COPY_VERIFY_THEN_REMOVE_AFTER_APPROVAL","T:\Project-AI-consolidation-logs","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- .mypy_cache or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","HIGH","Explicitly generated per .gitignore and prior DELETED_FILES_HISTORY | Commands: git ls-files --error-unmatch -- '.mypy_cache'; git ls-files -- '.mypy_cache/'; git ls-files --others --exclude-standard (preloaded+filter); git ls-files --others --ignored --exclude-standard (preloaded+filter); git check-ignore -q -- '.mypy_cache' + LASTEXITCODE; Test-Path -LiteralPath '.\.mypy_cache'; git status --porcelain (global). V2-snapshots: LSFILES_V2=5276 lines, UNTRACKED_V2=0 (current untracked also 0). Old uniform Git* values overridden. | Obvious generated/cache/runtime material confirmed IGNORED (not tracked in index, matches ignore patterns), not high-risk, global untracked=0 implies low active refs. Per protocol: YES_LOW_RISK_AFTER_VALIDATION allowed.","True"
"T:\Project-AI-main\.obsidian","Directory","True","False","TRACKED",".obsidian","18","N/A","False","False","False","False","False","False","False","False","False","False","False","False","False","False","2807","2","3","38","0","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","UNKNOWN_REVIEW","See prior audits (BOUNDARY_AUDIT.md, RESPONSIBILITY_RECOVERY_AUDIT.md, CAPABILITY_AUTHORITY_PROVENANCE.md, ACTIVE_MAP.md) and step2/5/6.log for provenance; insufficient current evidence for override from UNKNOWN_REVIEW","UNKNOWN","NO","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- .obsidian or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","LOW","Defaulted to UNKNOWN_REVIEW / CanMove=NO / OwnerApprovalRequired=YES per V2 high-assurance protocol unless strong evidence from current git/fs state + prior audits overrides. step2/5/6.log used as provenance only (prior copies of DC01 into IT/pentest, pre-phase2 webhooks into archive/pre-phase2, StormDesk). | Commands: git ls-files --error-unmatch -- '.obsidian'; git ls-files -- '.obsidian/'; git ls-files --others --exclude-standard (preloaded+filter); git ls-files --others --ignored --exclude-standard (preloaded+filter); git check-ignore -q -- '.obsidian' + LASTEXITCODE; Test-Path -LiteralPath '.\.obsidian'; git status --porcelain (global). V2-snapshots: LSFILES_V2=5276 lines, UNTRACKED_V2=0 (current untracked also 0). Old uniform Git* values overridden. | Conservative default: NO (insufficient evidence for movability after git/fs correction; high-assurance posture).","True"
"T:\Project-AI-main\.pytest_cache","Directory","False","True","IGNORED",".pytest_cache","0","N/A","False","False","False","False","False","False","False","False","False","False","False","False","False","False","2807","1","2","6","1","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","GENERATED_OR_RUNTIME","Generated or runtime artifact (per .gitignore and DELETED_FILES_HISTORY)","GENERATED","YES_LOW_RISK_AFTER_VALIDATION","COPY_VERIFY_THEN_REMOVE_AFTER_APPROVAL","T:\Project-AI-consolidation-logs","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- .pytest_cache or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","HIGH","Explicitly generated per .gitignore and prior DELETED_FILES_HISTORY | Commands: git ls-files --error-unmatch -- '.pytest_cache'; git ls-files -- '.pytest_cache/'; git ls-files --others --exclude-standard (preloaded+filter); git ls-files --others --ignored --exclude-standard (preloaded+filter); git check-ignore -q -- '.pytest_cache' + LASTEXITCODE; Test-Path -LiteralPath '.\.pytest_cache'; git status --porcelain (global). V2-snapshots: LSFILES_V2=5276 lines, UNTRACKED_V2=0 (current untracked also 0). Old uniform Git* values overridden. | Obvious generated/cache/runtime material confirmed IGNORED (not tracked in index, matches ignore patterns), not high-risk, global untracked=0 implies low active refs. Per protocol: YES_LOW_RISK_AFTER_VALIDATION allowed.","True"
"T:\Project-AI-main\.ruff_cache","Directory","False","True","IGNORED",".ruff_cache","0","N/A","False","False","False","False","False","False","False","False","False","False","False","False","False","False","2807","0","1","2","0","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","GENERATED_OR_RUNTIME","Generated or runtime artifact (per .gitignore and DELETED_FILES_HISTORY)","GENERATED","YES_LOW_RISK_AFTER_VALIDATION","COPY_VERIFY_THEN_REMOVE_AFTER_APPROVAL","T:\Project-AI-consolidation-logs","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- .ruff_cache or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","HIGH","Explicitly generated per .gitignore and prior DELETED_FILES_HISTORY | Commands: git ls-files --error-unmatch -- '.ruff_cache'; git ls-files -- '.ruff_cache/'; git ls-files --others --exclude-standard (preloaded+filter); git ls-files --others --ignored --exclude-standard (preloaded+filter); git check-ignore -q -- '.ruff_cache' + LASTEXITCODE; Test-Path -LiteralPath '.\.ruff_cache'; git status --porcelain (global). V2-snapshots: LSFILES_V2=5276 lines, UNTRACKED_V2=0 (current untracked also 0). Old uniform Git* values overridden. | Obvious generated/cache/runtime material confirmed IGNORED (not tracked in index, matches ignore patterns), not high-risk, global untracked=0 implies low active refs. Per protocol: YES_LOW_RISK_AFTER_VALIDATION allowed.","True"
"T:\Project-AI-main\.tmp","Directory","True","False","TRACKED",".tmp","82","N/A","False","False","False","False","False","False","False","False","False","False","False","False","False","False","2807","142","11","48","3","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","UNKNOWN_REVIEW","See prior audits (BOUNDARY_AUDIT.md, RESPONSIBILITY_RECOVERY_AUDIT.md, CAPABILITY_AUTHORITY_PROVENANCE.md, ACTIVE_MAP.md) and step2/5/6.log for provenance; insufficient current evidence for override from UNKNOWN_REVIEW","UNKNOWN","NO","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- .tmp or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","LOW","Defaulted to UNKNOWN_REVIEW / CanMove=NO / OwnerApprovalRequired=YES per V2 high-assurance protocol unless strong evidence from current git/fs state + prior audits overrides. step2/5/6.log used as provenance only (prior copies of DC01 into IT/pentest, pre-phase2 webhooks into archive/pre-phase2, StormDesk). | Commands: git ls-files --error-unmatch -- '.tmp'; git ls-files -- '.tmp/'; git ls-files --others --exclude-standard (preloaded+filter); git ls-files --others --ignored --exclude-standard (preloaded+filter); git check-ignore -q -- '.tmp' + LASTEXITCODE; Test-Path -LiteralPath '.\.tmp'; git status --porcelain (global). V2-snapshots: LSFILES_V2=5276 lines, UNTRACKED_V2=0 (current untracked also 0). Old uniform Git* values overridden. | Conservative default: NO (insufficient evidence for movability after git/fs correction; high-assurance posture).","True"
"T:\Project-AI-main\.venv","Directory","False","True","IGNORED",".venv","0","N/A","False","False","False","False","False","False","False","False","False","False","False","False","False","False","2807","2","5","45","6","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","UNKNOWN_REVIEW","See prior audits (BOUNDARY_AUDIT.md, RESPONSIBILITY_RECOVERY_AUDIT.md, CAPABILITY_AUTHORITY_PROVENANCE.md, ACTIVE_MAP.md) and step2/5/6.log for provenance; insufficient current evidence for override from UNKNOWN_REVIEW","UNKNOWN","NO","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- .venv or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","LOW","Defaulted to UNKNOWN_REVIEW / CanMove=NO / OwnerApprovalRequired=YES per V2 high-assurance protocol unless strong evidence from current git/fs state + prior audits overrides. step2/5/6.log used as provenance only (prior copies of DC01 into IT/pentest, pre-phase2 webhooks into archive/pre-phase2, StormDesk). | Commands: git ls-files --error-unmatch -- '.venv'; git ls-files -- '.venv/'; git ls-files --others --exclude-standard (preloaded+filter); git ls-files --others --ignored --exclude-standard (preloaded+filter); git check-ignore -q -- '.venv' + LASTEXITCODE; Test-Path -LiteralPath '.\.venv'; git status --porcelain (global). V2-snapshots: LSFILES_V2=5276 lines, UNTRACKED_V2=0 (current untracked also 0). Old uniform Git* values overridden. | Conservative default: NO (insufficient evidence for movability after git/fs correction; high-assurance posture).","True"
"T:\Project-AI-main\.venv_airllm","Directory","False","True","IGNORED",".venv_airllm","0","N/A","False","False","False","False","False","False","False","False","False","False","False","False","False","False","2807","1","0","0","1","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","UNKNOWN_REVIEW","See prior audits (BOUNDARY_AUDIT.md, RESPONSIBILITY_RECOVERY_AUDIT.md, CAPABILITY_AUTHORITY_PROVENANCE.md, ACTIVE_MAP.md) and step2/5/6.log for provenance; insufficient current evidence for override from UNKNOWN_REVIEW","UNKNOWN","NO","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- .venv_airllm or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","LOW","Defaulted to UNKNOWN_REVIEW / CanMove=NO / OwnerApprovalRequired=YES per V2 high-assurance protocol unless strong evidence from current git/fs state + prior audits overrides. step2/5/6.log used as provenance only (prior copies of DC01 into IT/pentest, pre-phase2 webhooks into archive/pre-phase2, StormDesk). | Commands: git ls-files --error-unmatch -- '.venv_airllm'; git ls-files -- '.venv_airllm/'; git ls-files --others --exclude-standard (preloaded+filter); git ls-files --others --ignored --exclude-standard (preloaded+filter); git check-ignore -q -- '.venv_airllm' + LASTEXITCODE; Test-Path -LiteralPath '.\.venv_airllm'; git status --porcelain (global). V2-snapshots: LSFILES_V2=5276 lines, UNTRACKED_V2=0 (current untracked also 0). Old uniform Git* values overridden. | Conservative default: NO (insufficient evidence for movability after git/fs correction; high-assurance posture).","True"
"T:\Project-AI-main\.vscode","Directory","False","True","IGNORED",".vscode","0","N/A","False","False","False","False","False","False","False","False","False","False","False","False","False","False","2807","0","8","25","1","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","UNKNOWN_REVIEW","See prior audits (BOUNDARY_AUDIT.md, RESPONSIBILITY_RECOVERY_AUDIT.md, CAPABILITY_AUTHORITY_PROVENANCE.md, ACTIVE_MAP.md) and step2/5/6.log for provenance; insufficient current evidence for override from UNKNOWN_REVIEW","UNKNOWN","NO","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- .vscode or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","LOW","Defaulted to UNKNOWN_REVIEW / CanMove=NO / OwnerApprovalRequired=YES per V2 high-assurance protocol unless strong evidence from current git/fs state + prior audits overrides. step2/5/6.log used as provenance only (prior copies of DC01 into IT/pentest, pre-phase2 webhooks into archive/pre-phase2, StormDesk). | Commands: git ls-files --error-unmatch -- '.vscode'; git ls-files -- '.vscode/'; git ls-files --others --exclude-standard (preloaded+filter); git ls-files --others --ignored --exclude-standard (preloaded+filter); git check-ignore -q -- '.vscode' + LASTEXITCODE; Test-Path -LiteralPath '.\.vscode'; git status --porcelain (global). V2-snapshots: LSFILES_V2=5276 lines, UNTRACKED_V2=0 (current untracked also 0). Old uniform Git* values overridden. | Conservative default: NO (insufficient evidence for movability after git/fs correction; high-assurance posture).","True"
"T:\Project-AI-main\adversarial_tests","Directory","True","False","TRACKED","adversarial_tests","313","N/A","False","False","False","True","False","False","False","False","False","True","True","True","False","False","1","2","2","26","3","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","ACTIVE_ROOT","Active source / governance / agent / test infrastructure (per RESPONSIBILITY_RECOVERY_AUDIT and ACTIVE_MAP)","ACTIVE","NO","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- adversarial_tests or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","HIGH","Core active areas per multiple prior audits; high-risk per protocol (CanMove=NO) | Commands: git ls-files --error-unmatch -- 'adversarial_tests'; git ls-files -- 'adversarial_tests/'; git ls-files --others --exclude-standard (preloaded+filter); git ls-files --others --ignored --exclude-standard (preloaded+filter); git check-ignore -q -- 'adversarial_tests' + LASTEXITCODE; Test-Path -LiteralPath '.\adversarial_tests'; git status --porcelain (global). V2-snapshots: LSFILES_V2=5276 lines, UNTRACKED_V2=0 (current untracked also 0). Old uniform Git* values overridden. | High-risk item (listed in protocol: active runtime/governance/agent/test/docs/CI/package etc.). Forced CanMove=NO, no operation proposed.","True"
"T:\Project-AI-main\agent_playbook","Directory","True","False","TRACKED","agent_playbook","13","N/A","False","True","False","True","False","False","False","False","False","True","True","False","True","True","1","0","0","0","1","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","ACTIVE_ROOT","Active source / governance / agent / test infrastructure (per RESPONSIBILITY_RECOVERY_AUDIT and ACTIVE_MAP)","ACTIVE","NO","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- agent_playbook or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","HIGH","Core active areas per multiple prior audits; high-risk per protocol (CanMove=NO) | Commands: git ls-files --error-unmatch -- 'agent_playbook'; git ls-files -- 'agent_playbook/'; git ls-files --others --exclude-standard (preloaded+filter); git ls-files --others --ignored --exclude-standard (preloaded+filter); git check-ignore -q -- 'agent_playbook' + LASTEXITCODE; Test-Path -LiteralPath '.\agent_playbook'; git status --porcelain (global). V2-snapshots: LSFILES_V2=5276 lines, UNTRACKED_V2=0 (current untracked also 0). Old uniform Git* values overridden. | High-risk item (listed in protocol: active runtime/governance/agent/test/docs/CI/package etc.). Forced CanMove=NO, no operation proposed.","True"
"T:\Project-AI-main\android","Directory","True","False","TRACKED","android","32","N/A","False","False","False","True","False","True","False","False","False","True","False","False","False","True","14","0","8","56","6","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","UNKNOWN_REVIEW","See prior audits (BOUNDARY_AUDIT.md, RESPONSIBILITY_RECOVERY_AUDIT.md, CAPABILITY_AUTHORITY_PROVENANCE.md, ACTIVE_MAP.md) and step2/5/6.log for provenance; insufficient current evidence for override from UNKNOWN_REVIEW","UNKNOWN","NO","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- android or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","LOW","Defaulted to UNKNOWN_REVIEW / CanMove=NO / OwnerApprovalRequired=YES per V2 high-assurance protocol unless strong evidence from current git/fs state + prior audits overrides. step2/5/6.log used as provenance only (prior copies of DC01 into IT/pentest, pre-phase2 webhooks into archive/pre-phase2, StormDesk). | Commands: git ls-files --error-unmatch -- 'android'; git ls-files -- 'android/'; git ls-files --others --exclude-standard (preloaded+filter); git ls-files --others --ignored --exclude-standard (preloaded+filter); git check-ignore -q -- 'android' + LASTEXITCODE; Test-Path -LiteralPath '.\android'; git status --porcelain (global). V2-snapshots: LSFILES_V2=5276 lines, UNTRACKED_V2=0 (current untracked also 0). Old uniform Git* values overridden. | Conservative default: NO (insufficient evidence for movability after git/fs correction; high-assurance posture).","True"
"T:\Project-AI-main\api","Directory","True","False","TRACKED","api","8","N/A","False","True","False","True","False","False","False","False","False","True","True","False","False","False","31","49","33","368","33","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","UNKNOWN_REVIEW","See prior audits (BOUNDARY_AUDIT.md, RESPONSIBILITY_RECOVERY_AUDIT.md, CAPABILITY_AUTHORITY_PROVENANCE.md, ACTIVE_MAP.md) and step2/5/6.log for provenance; insufficient current evidence for override from UNKNOWN_REVIEW","UNKNOWN","NO","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- api or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","LOW","Defaulted to UNKNOWN_REVIEW / CanMove=NO / OwnerApprovalRequired=YES per V2 high-assurance protocol unless strong evidence from current git/fs state + prior audits overrides. step2/5/6.log used as provenance only (prior copies of DC01 into IT/pentest, pre-phase2 webhooks into archive/pre-phase2, StormDesk). | Commands: git ls-files --error-unmatch -- 'api'; git ls-files -- 'api/'; git ls-files --others --exclude-standard (preloaded+filter); git ls-files --others --ignored --exclude-standard (preloaded+filter); git check-ignore -q -- 'api' + LASTEXITCODE; Test-Path -LiteralPath '.\api'; git status --porcelain (global). V2-snapshots: LSFILES_V2=5276 lines, UNTRACKED_V2=0 (current untracked also 0). Old uniform Git* values overridden. | High-risk item (listed in protocol: active runtime/governance/agent/test/docs/CI/package etc.). Forced CanMove=NO, no operation proposed.","True"
"T:\Project-AI-main\app","Directory","True","False","TRACKED","app","5","N/A","False","False","False","False","False","False","False","False","False","False","True","False","False","False","96","265","115","912","80","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","UNKNOWN_REVIEW","See prior audits (BOUNDARY_AUDIT.md, RESPONSIBILITY_RECOVERY_AUDIT.md, CAPABILITY_AUTHORITY_PROVENANCE.md, ACTIVE_MAP.md) and step2/5/6.log for provenance; insufficient current evidence for override from UNKNOWN_REVIEW","UNKNOWN","NO","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- app or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","LOW","Defaulted to UNKNOWN_REVIEW / CanMove=NO / OwnerApprovalRequired=YES per V2 high-assurance protocol unless strong evidence from current git/fs state + prior audits overrides. step2/5/6.log used as provenance only (prior copies of DC01 into IT/pentest, pre-phase2 webhooks into archive/pre-phase2, StormDesk). | Commands: git ls-files --error-unmatch -- 'app'; git ls-files -- 'app/'; git ls-files --others --exclude-standard (preloaded+filter); git ls-files --others --ignored --exclude-standard (preloaded+filter); git check-ignore -q -- 'app' + LASTEXITCODE; Test-Path -LiteralPath '.\app'; git status --porcelain (global). V2-snapshots: LSFILES_V2=5276 lines, UNTRACKED_V2=0 (current untracked also 0). Old uniform Git* values overridden. | High-risk item (listed in protocol: active runtime/governance/agent/test/docs/CI/package etc.). Forced CanMove=NO, no operation proposed.","True"
"T:\Project-AI-main\archive","Directory","True","False","TRACKED","archive","39","N/A","False","False","False","True","False","True","False","False","True","True","True","False","False","True","0","4","13","257","6","git ls-files; git check-ignore; git grep (limited); Get-ChildItem (limited); dirLs from git ls-files for contains/counts on tracked; prior audit files (BOUNDARY_AUDIT etc); step2/5/6.log (provenance only)","ARCHIVE_DOC","Historical archive material (per BOUNDARY_AUDIT and step5.log provenance)","ARCHIVE","NO","NONE","N/A","High - default; may break active references per audits","Low to medium - clutter but preserves evidence per BOUNDARY_AUDIT","git checkout -- archive or restore from T:\Project-AI-consolidation-logs\PROJECT_AI_ROOT_HASH_MANIFEST_V2.csv","git status; python -m pytest --collect-only; ap validate agent_playbook; python canonical/replay.py","True","MEDIUM","Archive per prior audits; step5.log provenance noted but does not authorize movement | Commands: git ls-files --error-unmatch -- 'archive'; git ls-files -- 'archive/'; git ls-files --others --exclude-standard (preloaded+filter); git ls-files --others --ignored --exclude-standard (preloaded+filter); git check-ignore -q -- 'archive' + LASTEXITCODE; Test-Path -LiteralPath '.\archive'; git status --porcelain (global). V2-snapshots: LSFILES_V2=5276 lines, UNTRACKED_V2=0 (current untracked also 0). Old uniform Git* values overridden. | Conservative default: NO (insufficient evidence for movability after git/fs correction; high-assurance posture).","True"
